movie_code,review
m/great_day_in_harlem," If you wanted to introduce someone to what jazz is all about, this would be an ideal place to start."
m/great_debaters, I had no idea that college debating was so boring. You will agree with me.
m/great_dictator," It may be Chaplin's greatest work, even if it's not his most personal."
m/great_expectations_1947," David Lean's black-and-white masterpiece may be a whirlwind tour of Dickens' novel, but what a well-performed, economic and atmospheric tour it is."
m/great_expectations_2012, A passable feature-length adaptation that does little to burnish the estimable screen legacy of a Dickens classic.
m/great_gabbo, A laboratory experiment that isolates the Stroheim persona for all it's worth
m/great_muppet_caper," The usual pleasures are all here, but the puppeteers seemed especially intent on giving themselves logistical challenges this time around."
m/great_new_wonderful," Danny Leiner's film offers a collection of quiet, tidy vignettes that occur simultaneously in New York City a year after the terrorist attacks of Sept. 11, 2001."
m/great_raid, This overlong march will bore all but the most nobly patriotic of auds.
m/great_santini, Fantastic performances by Duvall and O'Keefe highlight this father-son tug-of-war.
m/great_waldo_pepper," It has all the elements of a fantastic, touching movie, except one - a script that engages the audience's interest."
m/great_white_hype," It starts out well, as a wicked satire on professional boxing, and then loses its energy, tires of juggling its characters and ends so abruptly at 91 minutes that it feels like the last reel is missing."
m/great_world_of_sound," Morally ambiguous, subtly crafted, resolutely free of clich and made with almost no money, The Great World of Sound is under-the-radar independent filmmaking in the Jarmusch-Cassavetes mode, both noble and ruthless in spirit."
m/great_ziegfeld," Unless you were in an air conditioned movie house in Topeka, Kansas in 1936, I can't see why anyone would want to sit through all three hours of this."
m/greater, Greater loses its way from the get-go; you can't root for an underdog who is sleepwalking through his own movie.
m/greatest_game_ever_played, A wholesome family film with loads of mainstream appeal.
m/greatest_show_on_earth," One of the worst films to ever win the Best Picture Oscar, Cecil B. DeMille's melodramatic circus adventure starring Jimmy Stewart and Charlton Heston inexplicably won the writing award (the called Motion Picture Story)."
m/greatest_story_ever_told, The most unintentionally hilarious biblical epic ever to grace the silver screen.
m/greed_2020, Coogan's one-note riff gets old quickly and the anti-exploitation message lacks punch.
m/greedy_lying_bastards_2012," A serious, hard-hitting doc that eviscerates the know-nothings who claim that global warming, if it exists at all, has little to do with the activities of big corporations."
m/green_book," ""Green Book"" is ""safe entertainment,"" but it's such a smoothly delivered film that it should be considered a highlight of the Hollywood movie year. It's also one of the funniest movies to come around in a long time."
m/green_dragon," In the telling of a story largely untold, Bui chooses to produce something that is ultimately suspiciously familiar."
m/green_for_danger, An unfairly overlooked delight in the annals of British film history.
m/green_hornet, A great evening's entertainment when you want to switch off and dip your head in some popcorn.
m/green_lantern, A joyless amalgamation of expository dialogue and special effects that aren't especially special.
m/green_lantern_first_flight, A literally colorful action-adventure plot...[but] fails to replicate the success of February's Wonder Woman at making its leading character not just kick-ass but fascinating. [Blu-ray]
m/green_mile," Giving much life to these fairly undimensional characters is a strong cast, with Hanks turning in another empathetic lead performance."
m/green_pastures," Constructed as a series of Sunday School Bible stories linked by spirituals, it has enormous charm in its folklorish fancies... What is offensive is the way in which the depths of plangent suffering that inspired the spirituals are totally ignored."
m/green_room_2016," Characterization and emotional investment, however, are in disappointingly short supply, while crucial tension is permitted to dissipate in an anti-climactic final third."
m/green_slime, Hysterically bad sci-fi with an even worse theme song.
m/green_street_hooligans," Hooligans loses the plot late though -- in the filmic and Brit-speak sense -- revealing Hollywood, not hooligan, roots."
m/greenberg," You have to hang with it, squeezing pleasure and the occasional chuckle out of its bitter beauty where you can. It's not for everyone but it rewards those who are open to it."
m/greener_grass," Simply put, Greener Grass is destined to be a cult classic. It's fun and fucked up in the best way possible."
m/greenfingers, It's sweet! Delightful! Trite! Utterly empty! Mewling! Needing to be sprayed with pesticide!
m/greenlight," At 83 minutes, Greenlight is slower in parts than a thriller/horror should be and should never give you time to think, but it's a taut ride with some crazy fun shots."
m/greenwich_village_music_that_defined_a_generation," The film's pleasures are the same ones offered by a sprawling, lavishly illustrated magazine spread."
m/greetings_from_tim_buckley, The result is at once skillfully observed and a bit so-what.
m/gregory_crewdson_brief_encounters_2012," An engaging portrait of a fascinating artist, it is difficult if not impossible to look away from once it gets going -- much like Crewdson's astonishing photographs."
m/gregorys_girl," Maybe only grown-ups should see this movie. You know, people who have gotten over the pains of unrequited love (hollow laugh)."
m/gremlins, [Contains] moments of delicious black humour and satire.
m/gremlins_2_the_new_batch," Less scary than the original, but much funnier -- though the theatrical version has a scene with Hulk Hogan that's unwisely replaced by one of John Wayne on the video."
m/greta_2019," A stupendously game Isabelle Huppert gives audiences yet another reason to venerate her as she raises arched eyebrows to new heights in this silly, funny, camp pulp thriller co-written by Jordan and Ray Wright."
m/gretchen," As Steve Collins' Gretchen proves, not all Amerindies on the festival circuit are made by guys you'd expect to run into in a John Cassavetes festival."
m/grey_gardens," Grey Gardens became a cult film in the '70s, when mavericks and outsiders were the heroes and heroines and the Beales were valued for their alternative world and their priceless eccentricity."
m/grey_gardens_2009," From that David and Goliath setup, filmed in a straightforward style on a shoestring budget, emerge fascinating character studies that underscore both the best and worst of human nature."
